"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2013";3,79;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2014";3,81;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2015";3,72;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2016";3,65;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2017";3,51;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2018";3,75;"zł";"";
0000000;"POLSKA";"kwiecień";"sok jabłkowy - za 1l";"cena";"2019";3,83;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2006";2,84;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2007";2,94;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2008";3,41;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2009";3,62;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2010";3,58;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2011";3,74;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2012";3,80;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2013";3,81;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2014";3,81;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2015";3,74;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2016";3,62;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2017";3,61;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2018";3,85;"zł";"";
0000000;"POLSKA";"maj";"sok jabłkowy - za 1l";"cena";"2019";3,86;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2006";2,87;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2007";2,95;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2008";3,42;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2009";3,64;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2010";3,58;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2011";3,78;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2012";3,81;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2013";3,77;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2014";3,80;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2015";3,66;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2016";3,63;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2017";3,64;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2018";3,84;"zł";"";
0000000;"POLSKA";"czerwiec";"sok jabłkowy - za 1l";"cena";"2019";3,91;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2006";2,88;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2007";2,98;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2008";3,45;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2009";3,66;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2010";3,59;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2011";3,77;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2012";3,81;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2013";3,79;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2014";3,83;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2015";3,70;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2016";3,67;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2017";3,65;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2018";3,85;"zł";"";
0000000;"POLSKA";"lipiec";"sok jabłkowy - za 1l";"cena";"2019";3,95;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2006";2,89;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2007";2,99;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2008";3,47;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2009";3,69;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2010";3,60;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2011";3,78;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2012";3,83;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2013";3,78;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2014";3,80;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2015";3,67;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2016";3,71;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2017";3,60;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2018";3,87;"zł";"";
0000000;"POLSKA";"sierpień";"sok jabłkowy - za 1l";"cena";"2019";3,93;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2006";2,90;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2007";2,97;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2008";3,50;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2009";3,66;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2010";3,61;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2011";3,76;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2012";3,85;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2013";3,82;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2014";3,78;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2015";3,63;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2016";3,64;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2017";3,58;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2018";3,82;"zł";"";
0000000;"POLSKA";"wrzesień";"sok jabłkowy - za 1l";"cena";"2019";3,94;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2006";2,90;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2007";3,05;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2008";3,52;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2009";3,66;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2010";3,65;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2011";3,78;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2012";3,85;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2013";3,83;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2014";3,75;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2015";3,67;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2016";3,61;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2017";3,62;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2018";3,91;"zł";"";
0000000;"POLSKA";"październik";"sok jabłkowy - za 1l";"cena";"2019";3,96;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2006";2,90;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2007";3,17;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2008";3,56;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2009";3,68;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2010";3,66;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2011";3,75;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2012";3,86;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2013";3,82;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2014";3,72;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2015";3,67;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2016";3,64;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2017";3,62;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2018";3,85;"zł";"";
0000000;"POLSKA";"listopad";"sok jabłkowy - za 1l";"cena";"2019";3,91;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2006";2,91;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2007";3,20;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2008";3,58;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2009";3,62;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2010";3,64;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2011";3,73;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2012";3,82;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2013";3,79;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2014";3,72;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2015";3,63;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2016";3,57;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2017";3,60;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2018";3,81;"zł";"";
0000000;"POLSKA";"grudzień";"sok jabłkowy - za 1l";"cena";"2019";3,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2006";2,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2007";3,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2008";3,24;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2009";3,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2010";3,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2011";3,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2012";3,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2013";3,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2014";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2015";3,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2016";3,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2017";3,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2018";3,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"sok jabłkowy - za 1l";"cena";"2019";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2006";2,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2007";3,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2008";3,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2009";3,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2010";3,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2011";3,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2012";3,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2013";3,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2014";3,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2015";3,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2016";3,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2017";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2018";3,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"sok jabłkowy - za 1l";"cena";"2019";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2006";2,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2007";2,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2008";3,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2009";3,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2010";3,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2011";3,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2012";3,94;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2013";3,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2014";3,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2015";3,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2016";3,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2017";3,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2018";3,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"sok jabłkowy - za 1l";"cena";"2019";4,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2006";2,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2007";2,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2008";3,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2009";3,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2010";3,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2011";3,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2012";3,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2013";3,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2014";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2015";3,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2016";3,66;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2017";3,66;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2018";3,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"sok jabłkowy - za 1l";"cena";"2019";3,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2006";2,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2007";2,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2008";3,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2009";3,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2010";3,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2011";3,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2012";3,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2013";3,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2014";3,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2015";3,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2016";3,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2017";3,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2018";3,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"sok jabłkowy - za 1l";"cena";"2019";3,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2006";3,01;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2007";3,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2008";3,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2009";3,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2010";3,50;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2011";3,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2012";3,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2013";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2014";3,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2015";3,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2016";3,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2017";3,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2018";3,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"sok jabłkowy - za 1l";"cena";"2019";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"sok jabłkowy - za 1l";"cena";"2006";3,03;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"sok jabłkowy - za 1l";"cena";"2007";2,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"sok jabłkowy - za 1l";"cena";"2008";3,43;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"sok jabłkowy - za 1l";"cena";"2009";3,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"sok jabłkowy - za 1l";"cena";"2010";3,55;"zł";"";
